Company Name	Status	LeadId	Date	User Email
Xilinx	Closed-Won	6DF734C0	2024-02-10	Reply@Xilinx.com
XPAC	Proposal Sent	195BF94B	2024-04-26	Reply@XPAC.com
XPLANE	New	538341BF	2024-03-20	Reply@XPLANE.com
Yahoo!	Nurturing	CD732FFA	2024-03-28	Reply@Yahoo!.com
YASH Technologies	Nurturing	4F091028	2024-01-26	Reply@YASH Technologies.com
YRC Worldwide Inc.	Warm 	AC38200F	2024-01-17	Reply@YRC Worldwide Inc..com
Yum! Brands, Inc.	In Progress	190613FD	2024-04-12	Reply@Yum! Brands, Inc..com
Zapata	Reengaged	75343E4E	2024-03-19	Reply@Zapata.com
Zappos.com	Referral	D56D7CEB	2024-02-22	Reply@Zappos.com.com
Zaxby's	Contacted	EFEA0ED7	2024-04-18	Reply@Zaxby's.com
Zenith Electronics	In Progress	8F116733	2024-04-11	Reply@Zenith Electronics.com
ZOMM, LLC	Reengaged	035B4C75	2024-02-17	Reply@ZOMM, LLC.com
Zoo York	Qualified	74AC68CF	2024-02-13	Reply@Zoo York.com
Zoom Technologies	Contacted	D40436DB	2024-04-25	Reply@Zoom Technologies.com
Zune	Referral	678B235A	2024-04-02	Reply@Zune.com
100 Grand	Proposal Sent	748E50B5	2024-03-08	Reply@100 Grand.com
20th Century Fox	Reengaged	79ABBA24	2024-01-28	Reply@20th Century Fox.com
24-Hour Fitness Center	Closed-Lost	C0DD06C0	2024-01-31	Reply@24-Hour Fitness Center.com
3 Musketeers	Referral	6623535E	2024-03-29	Reply@3 Musketeers.com
300	On-hold	743B1424	2024-01-27	Reply@300.com
361°	New	28F80855	2024-03-11	Reply@361°.com
365	Closed-Won	0A9796CB	2024-04-15	Reply@365.com
3M	Referral	959FE5EA	2024-01-14	Reply@3M.com
5	Negotiation	5E2E2619	2024-01-14	Reply@5.com
5 Second	On-hold	FB3BE55C	2024-01-08	Reply@5 Second.com
5-Hour Energy	Closed-Lost	96E56639	2024-04-23	Reply@5-Hour Energy.com
501	Warm 	85AFFD84	2024-03-31	Reply@501.com
579	Proposal Sent	0B63E0B5	2024-02-13	Reply@579.com
6YS	Nurturing	7927B4E3	2024-02-02	Reply@6YS.com
7 For all Mankind	Nurturing	4D9326BB	2024-01-21	Reply@7 For all Mankind.com
7-Eleven	Referral	A4A8D1C3	2024-01-30	Reply@7-Eleven.com
7Up	On-hold	31457CF4	2024-01-06	Reply@7Up.com
84 Lumber	Warm 	5E4C15D9	2024-04-19	Reply@84 Lumber.com
85°C	Nurturing	1C3299D6	2024-04-04	Reply@85°C.com
8th Continent Soymilk	Proposal Sent	12CE1F3E	2024-01-12	Reply@8th Continent Soymilk.com
9	Negotiation	0EC437A0	2024-01-21	Reply@9.com
9-3	Reengaged	58A8DABE	2024-01-20	Reply@45538.com
9-5	Warm 	4D737DA6	2024-01-25	Reply@45540.com
A&E	Referral	9F082771	2024-02-02	Reply@A&E.com
A1 Steak Sauce	Cold	5F048672	2024-03-15	Reply@A1 Steak Sauce.com
A4	Qualified	F0F2912C	2024-01-08	Reply@A4.com
A6	Proposal Sent	B4FD87B2	2024-01-14	Reply@A6.com
AA Insurance	Cold	F7294351	2024-03-18	Reply@AA Insurance.com
AAA	Proposal Sent	0D8B5B34	2024-03-27	Reply@AAA.com
AAA 01 Center WS	On-hold	E5D09C26	2024-01-08	Reply@AAA 01 Center WS.com
AAdvantage	Referral	B8DD730D	2024-01-01	Reply@AAdvantage.com
AB-inBev	Referral	7825014F	2024-04-19	Reply@AB-inBev.com
ABB	Closed-Won	F41F78CE	2024-04-01	Reply@ABB.com
ABB Grain Limited	Nurturing	8A95DAC1	2024-02-08	Reply@ABB Grain Limited.com
ABC	In Progress	91D71CB2	2024-03-09	Reply@ABC.com
ABC Learning	On-hold	74DAD7DE	2024-04-23	Reply@ABC Learning.com
ABN Amro	Warm 	FED0D8EE	2024-01-10	Reply@ABN Amro.com
ACE	Disqualified	8835E240	2024-03-05	Reply@ACE.com
ADInstruments	Cold	342EAEFB	2024-02-04	Reply@ADInstruments.com
AFLAC	Reengaged	3C5664A1	2024-02-06	Reply@AFLAC.com
AGL Energy	Nurturing	6ED81E72	2024-04-02	Reply@AGL Energy.com
AIG	New	B578C534	2024-02-06	Reply@AIG.com
AIS	Disqualified	32BADED9	2024-02-09	Reply@AIS.com
AMG	Reengaged	A2A73D06	2024-03-27	Reply@AMG.com
AMI	On-hold	99401B8C	2024-04-22	Reply@AMI.com
AMP Limited	Referral	99AF6C4E	2024-04-13	Reply@AMP Limited.com
ANCA	Contacted	965238ED	2024-02-08	Reply@ANCA.com
ANT1 Group	Warm 	51B25028	2024-01-29	Reply@ANT1 Group.com
ASB	Reengaged	6A8B65B5	2024-03-11	Reply@ASB.com
ASM International	On-hold	936A7FE4	2024-03-22	Reply@ASM International.com
ASX	Proposal Sent	13E57C8D	2024-04-27	Reply@ASX.com
AT&T	Cold	B19ED4ED	2024-01-15	Reply@AT&T.com
AWB Limited	Warm 	2CC7F9D2	2024-01-31	Reply@AWB Limited.com
AXA	Referral	8AF5DF34	2024-04-11	Reply@AXA.com
Aalberts Industries	Qualified	43D909B9	2024-04-07	Reply@Aalberts Industries.com
Aamco	Proposal Sent	CAC0CD1E	2024-01-15	Reply@Aamco.com
Aavin	Qualified	89C2F166	2024-02-14	Reply@Aavin.com
Abbott Laboratories	Closed-Lost	8E9AA993	2024-03-19	Reply@Abbott Laboratories.com
AbeBooks	In Progress	7D6F5C18	2024-03-15	Reply@AbeBooks.com
Abercrombie & Fitch	On-hold	1D231429	2024-03-02	Reply@Abercrombie & Fitch.com
About Us	Nurturing	874E46A6	2024-02-02	Reply@About Us.com
Abreva	Disqualified	B4E9D6E5	2024-01-08	Reply@Abreva.com
Absolut	Reengaged	C1569919	2024-03-31	Reply@Absolut.com
Accell Group	Reengaged	0C12FFAD	2024-04-01	Reply@Accell Group.com
Accent	Proposal Sent	47CAA8E3	2024-04-07	Reply@Accent.com
Accenture	Proposal Sent	27915F3E	2024-04-10	Reply@Accenture.com
Accord	Negotiation	AEAB2BF2	2024-04-11	Reply@Accord.com
Accu-Chek	Negotiation	264F9130	2024-03-16	Reply@Accu-Chek.com
Ace Hardware	Closed-Lost	AD67612D	2024-01-06	Reply@Ace Hardware.com
Ace Radio	Nurturing	477DF494	2024-04-02	Reply@Ace Radio.com
Acer	Negotiation	D6017060	2024-04-04	Reply@Acer.com
Acesita	Negotiation	45BE3577	2024-04-09	Reply@Acesita.com
Acindar SA	Nurturing	9ACA46CA	2024-02-13	Reply@Acindar SA.com
Acne	Nurturing	714B4B51	2024-02-12	Reply@Acne.com
Aconquija Water	Proposal Sent	DE4872B9	2024-04-16	Reply@Aconquija Water.com
Acrobat	Negotiation	3BC71525	2024-03-04	Reply@Acrobat.com
Acropolis Rally	In Progress	7011C442	2024-01-14	Reply@Acropolis Rally.com
Acsa Argentina	Disqualified	0744F13E	2024-02-16	Reply@Acsa Argentina.com
Actimel	Cold	D797B852	2024-03-20	Reply@Actimel.com
Activia	Closed-Won	81BAF665	2024-02-28	Reply@Activia.com
Acura	In Progress	8F62EB5C	2024-03-14	Reply@Acura.com
Acuvue	Closed-Lost	0C79B775	2024-04-16	Reply@Acuvue.com
Adam Internet	Reengaged	C83A1FC7	2024-04-11	Reply@Adam Internet.com
Adecco	Closed-Lost	2EE4ABB3	2024-02-29	Reply@Adecco.com
Adidas	New	287598B0	2024-02-15	Reply@Adidas.com
Adobe	On-hold	CAA3AA69	2024-03-13	Reply@Adobe.com
Advair	Disqualified	F887CA42	2024-03-29	Reply@Advair.com
Advanced Auto Parts	Warm 	48281526	2024-03-19	Reply@Advanced Auto Parts.com
Advantech	Reengaged	46D0A9C4	2024-01-07	Reply@Advantech.com
Advil	Reengaged	B2E69A95	2024-04-15	Reply@Advil.com
Aegean Airlines	Closed-Lost	C2611AA0	2024-01-05	Reply@Aegean Airlines.com
Aegon	Qualified	5750B184	2024-04-07	Reply@Aegon.com
Aerogard	In Progress	22A84167	2024-04-12	Reply@Aerogard.com
Aerolineas Argentinas	Warm 	E7A734DC	2024-01-25	Reply@Aerolineas Argentinas.com
Aeroplane Jelly	Contacted	B15CBF9C	2024-03-18	Reply@Aeroplane Jelly.com
Aeropostale	Qualified	1A71BE3C	2024-03-14	Reply@Aeropostale.com
Aerosoles	Referral	00901ABE	2024-02-10	Reply@Aerosoles.com
Aerosonde Ltd	In Progress	A3FCAAE9	2024-02-01	Reply@Aerosonde Ltd.com
Aetna	Closed-Lost	90FAD299	2024-03-18	Reply@Aetna.com
Affin Bank	Qualified	05F9E71E	2024-01-13	Reply@Affin Bank.com
Afrin	Closed-Won	8073EEE7	2024-01-16	Reply@Afrin.com
After Thoughts	Qualified	037EEB8C	2024-01-23	Reply@After Thoughts.com
Agip	Reengaged	9E6F021B	2024-03-19	Reply@Agip.com
Agrale	Qualified	465C88A4	2024-02-10	Reply@Agrale.com
Agrichar	Proposal Sent	1887E9E9	2024-02-29	Reply@Agrichar.com
Agricultural Bank of China	Referral	83736BFE	2024-02-22	Reply@Agricultural Bank of China.com
Aguas Cordobesas	Cold	73D3CF86	2024-02-03	Reply@Aguas Cordobesas.com
Ahold	Warm 	E8727E4F	2024-04-13	Reply@Ahold.com
Air Australia	Qualified	9D232D87	2024-04-05	Reply@Air Australia.com
Air Canada	Closed-Won	F49A7F62	2024-01-05	Reply@Air Canada.com
Air China	Warm 	6AD8DBA4	2024-01-18	Reply@Air China.com
Air France	Proposal Sent	D1F48512	2024-03-07	Reply@Air France.com
Air India	Warm 	22B667E9	2024-04-20	Reply@Air India.com
Air Jordan	Disqualified	7B1F407D	2024-01-02	Reply@Air Jordan.com
Air New Zealand	Disqualified	253E41F4	2024-02-03	Reply@Air New Zealand.com
AirAsia	Negotiation	3DB12B17	2024-04-23	Reply@AirAsia.com
AirElite	Disqualified	3B507621	2024-04-04	Reply@AirElite.com
AirTran	Nurturing	A86C07F3	2024-04-23	Reply@AirTran.com
Airbus	Proposal Sent	A1AF0673	2024-02-25	Reply@Airbus.com
Airtel	Nurturing	81604FAB	2024-01-24	Reply@Airtel.com
Airwalk	Warm 	8D6319FA	2024-01-07	Reply@Airwalk.com
Aji Ichiban	Proposal Sent	B0E57838	2024-01-10	Reply@Aji Ichiban.com
Ajinomoto	On-hold	C3CC915F	2024-03-26	Reply@Ajinomoto.com
Ajisen Ramen	Nurturing	FD363455	2024-03-01	Reply@Ajisen Ramen.com
Akubra	Referral	05B9BD42	2024-04-01	Reply@Akubra.com
AkzoNobel	On-hold	3DCE12AE	2024-02-18	Reply@AkzoNobel.com
Alamo	Disqualified	7E7D3CF8	2024-04-10	Reply@Alamo.com
Alamos	Closed-Won	37981D5B	2024-01-25	Reply@Alamos.com
Albert Heijn	New	72D448B8	2024-04-25	Reply@Albert Heijn.com
Albertsons	Negotiation	61D4622A	2024-03-14	Reply@Albertsons.com
Alcan	Closed-Lost	DFCFEF7E	2024-02-06	Reply@Alcan.com
Alcatel	Referral	5194824E	2024-03-15	Reply@Alcatel.com
Alcoa	Qualified	2C1804B5	2024-04-21	Reply@Alcoa.com
Aldi	Warm 	C50DB301	2024-03-20	Reply@Aldi.com
Aleve	Disqualified	1606C9DA	2024-02-04	Reply@Aleve.com
Alexander Keith's Brewery	Reengaged	3300CE4E	2024-02-27	Reply@Alexander Keith's Brewery.com
Alfa Romeo	Reengaged	83889171	2024-01-26	Reply@Alfa Romeo.com
Alibaba	Referral	335F5B43	2024-02-19	Reply@Alibaba.com
Alinta Gas	New	259AE3C9	2024-01-11	Reply@Alinta Gas.com
Alitalia	In Progress	075EB0A4	2024-01-25	Reply@Alitalia.com
Ality	Closed-Won	24FAE924	2024-03-17	Reply@Ality.com
Alka-Seltzer	Qualified	56989388	2024-03-21	Reply@Alka-Seltzer.com
Alkane Exploration	Qualified	704B1872	2024-04-15	Reply@Alkane Exploration.com
All	New	E6EAFCD3	2024-03-11	Reply@All.com
All Star	Closed-Won	31F475CE	2024-01-07	Reply@All Star.com
Allegra	Nurturing	8BBEDF18	2024-04-08	Reply@Allegra.com
Allens	In Progress	5D87E0DF	2024-01-23	Reply@Allens.com
Alliance Bank	Nurturing	D1781C0C	2024-03-09	Reply@Alliance Bank.com
Alliance Group	On-hold	DDA8349C	2024-01-07	Reply@Alliance Group.com
Allianz	New	714F04B8	2024-03-15	Reply@Allianz.com
Allphones	Closed-Lost	6CCE435C	2024-01-14	Reply@Allphones.com
Allplastics	Warm 	72F60CFF	2024-03-03	Reply@Allplastics.com
Allstate	Contacted	88C3EB8A	2024-03-05	Reply@Allstate.com
Allsteel	Nurturing	027496B6	2024-04-05	Reply@Allsteel.com
Almay	Cold	BAC3CEDE	2024-01-09	Reply@Almay.com
Almond Joy	New	83C9F41C	2024-01-22	Reply@Almond Joy.com
Alpine Bau	Proposal Sent	E0FF6D39	2024-03-02	Reply@Alpine Bau.com
Alsa	Warm 	D17A0C77	2024-02-19	Reply@Alsa.com
Altima	New	8A25A6EB	2024-01-12	Reply@Altima.com
Altium	New	F9573D42	2024-03-09	Reply@Altium.com
Altoids	Reengaged	549FECF4	2024-04-13	Reply@Altoids.com
Altos Del Plata	Proposal Sent	39F369BB	2024-02-09	Reply@Altos Del Plata.com
Altria	Reengaged	B1DCA027	2024-02-24	Reply@Altria.com
Altronics Australia	In Progress	A55C4AF5	2024-04-10	Reply@Altronics Australia.com
Alumet	Disqualified	3E6164B1	2024-01-29	Reply@Alumet.com
Alumina Limited	In Progress	316577A4	2024-02-01	Reply@Alumina Limited.com
Always	Cold	E9C86DE4	2024-02-08	Reply@Always.com
AmBev	New	5504B728	2024-01-22	Reply@AmBev.com
Amana	Disqualified	8A7807CE	2024-04-02	Reply@Amana.com
Amazon.com	Nurturing	B36B8DEB	2024-02-12	Reply@Amazon.com.com
Ambank	Negotiation	D013DE0E	2024-02-12	Reply@Ambank.com
Ambien	On-hold	FAD3247F	2024-01-05	Reply@Ambien.com
Amcor	Warm 	399BC964	2024-04-20	Reply@Amcor.com
America Online	Closed-Lost	A49DE9ED	2024-03-23	Reply@America Online.com
American Airlines	Disqualified	29242521	2024-01-15	Reply@American Airlines.com
American Apparel	Referral	F0C49D4F	2024-01-26	Reply@American Apparel.com
American Century	Closed-Won	134FEF11	2024-01-15	Reply@American Century.com
American Dairy Association	Proposal Sent	6DBA9832	2024-02-08	Reply@American Dairy Association.com
American Express	New	4C753B07	2024-01-13	Reply@American Express.com
American Heart Association	Disqualified	EA4F864C	2024-03-08	Reply@American Heart Association.com
American Idol	On-hold	0CD8B680	2024-04-28	Reply@American Idol.com
AmerisourceBergen	In Progress	7ED2EC1F	2024-01-26	Reply@AmerisourceBergen.com
Amgen	Warm 	E8F54810	2024-03-15	Reply@Amgen.com
Amoco	Referral	C0201D31	2024-01-16	Reply@Amoco.com
Amoy Food	On-hold	66910964	2024-02-02	Reply@Amoy Food.com
Amstel	Proposal Sent	607F8A32	2024-02-14	Reply@Amstel.com
Amstel Light	Closed-Lost	4BB12126	2024-02-23	Reply@Amstel Light.com
Amtrak	Closed-Won	D9B48995	2024-02-01	Reply@Amtrak.com
Amul	Closed-Lost	4592428C	2024-03-13	Reply@Amul.com
AmÃ©rica Latina LogÃ­stica	In Progress	F75CFE13	2024-04-10	Reply@AmÃ©rica Latina LogÃ­stica.com
Anchor	Negotiation	1BE3D3EE	2024-01-17	Reply@Anchor.com
Andrade Gutierrez	Qualified	9B3A7E66	2024-01-01	Reply@Andrade Gutierrez.com
Andritz	Contacted	9BE001E7	2024-03-30	Reply@Andritz.com
Angel Soft	On-hold	2452E532	2024-03-26	Reply@Angel Soft.com
Angus and Robertson	In Progress	0FBB4343	2024-04-03	Reply@Angus and Robertson.com
Anheuser-Busch	In Progress	E8506922	2024-03-22	Reply@Anheuser-Busch.com
Ann Taylor	Contacted	858A10FB	2024-01-04	Reply@Ann Taylor.com
Anne Klein	Cold	FA67A59A	2024-04-24	Reply@Anne Klein.com
Annedd'ale	Nurturing	7563D4EE	2024-04-10	Reply@Annedd'ale.com
Ansell	Reengaged	7E8C3320	2024-02-04	Reply@Ansell.com
Anta	Referral	DD7657AC	2024-02-28	Reply@Anta.com
Antarchile	Cold	5922B7E3	2024-02-25	Reply@Antarchile.com
Antarctica	Qualified	8C2D2C14	2024-02-14	Reply@Antarctica.com
Antares	Qualified	A4E9918E	2024-01-16	Reply@Antares.com
Anthropologie	Disqualified	B0C4E0C6	2024-02-19	Reply@Anthropologie.com
Antofagasta plc	On-hold	D8BF7E6B	2024-01-25	Reply@Antofagasta plc.com
Anzco Foods	Referral	91D9F82D	2024-04-11	Reply@Anzco Foods.com
Apivit	Closed-Won	6F81E6F1	2024-03-31	Reply@Apivit.com
Apivita	Warm 	63FFEE7A	2024-03-25	Reply@Apivita.com
Apollo	On-hold	9BB2AF71	2024-02-19	Reply@Apollo.com
Apple	Negotiation	186CCEFF	2024-01-14	Reply@Apple.com
Apple Jacks	In Progress	A12FB24D	2024-01-16	Reply@Apple Jacks.com
Applebee's	Reengaged	D18A1DC2	2024-02-27	Reply@Applebee's.com
Appliances Online	Nurturing	C7444B42	2024-03-30	Reply@Appliances Online.com
Aprilla	Proposal Sent	B1041AB0	2024-01-14	Reply@Aprilla.com
Aqua Net	Qualified	06FF90A1	2024-01-18	Reply@Aqua Net.com
Aquafina	Referral	64FC9D8A	2024-03-30	Reply@Aquafina.com
Aquafresh	Proposal Sent	1B40273E	2024-01-13	Reply@Aquafresh.com
Aracruz Celulose	Warm 	3897169B	2024-04-21	Reply@Aracruz Celulose.com
Aral	Closed-Lost	0390CD3B	2024-03-04	Reply@Aral.com
Aramark	On-hold	3B67701B	2024-03-22	Reply@Aramark.com
Arby's	Closed-Lost	5EFF0464	2024-02-19	Reply@Arby's.com
Arcadis	Referral	1BA5DA6C	2024-05-01	Reply@Arcadis.com
ArcelorMittal	Cold	E2C780DE	2024-02-18	Reply@ArcelorMittal.com
Arcon	Referral	9CA5C1AF	2024-04-20	Reply@Arcon.com
Ariel	New	204A3919	2024-02-11	Reply@Ariel.com
Arirang	Referral	B62E7739	2024-01-03	Reply@Arirang.com
Aristocrat Leisure Limited	Closed-Lost	7872450D	2024-02-22	Reply@Aristocrat Leisure Limited.com
Ariston	Disqualified	B6384BCB	2024-03-11	Reply@Ariston.com
Arla	Proposal Sent	8EDBE8DA	2024-02-06	Reply@Arla.com
Arm & Hammer	Referral	8D792485	2024-04-27	Reply@Arm & Hammer.com
Armada	Nurturing	7EC57264	2024-02-14	Reply@Armada.com
Armani	Warm 	5C57CACC	2024-01-07	Reply@Armani.com
Armol All	Disqualified	157DCD27	2024-01-14	Reply@Armol All.com
Arnott's Biscuits Holdings	In Progress	818D7C4C	2024-04-13	Reply@Arnott's Biscuits Holdings.com
Art Institute International	In Progress	23CDF0FF	2024-01-23	Reply@Art Institute International.com
Arun	In Progress	BA318107	2024-03-26	Reply@Arun.com
Ashley Furniture	Negotiation	B0088DAA	2024-02-26	Reply@Ashley Furniture.com
Asiana Airlines	Cold	3C62C790	2024-01-19	Reply@Asiana Airlines.com
Asics	Nurturing	373D9A3D	2024-03-04	Reply@Asics.com
Aspirin	Contacted	467FCD58	2024-01-19	Reply@Aspirin.com
Aston Martin	Closed-Won	E3C5A93C	2024-02-17	Reply@Aston Martin.com
Astra International	In Progress	151D5A68	2024-01-01	Reply@Astra International.com
Astra Zeneca	Closed-Won	74332876	2024-03-25	Reply@Astra Zeneca.com
AstralSat	Negotiation	05F0CD24	2024-01-02	Reply@AstralSat.com
Astro	Qualified	ADF5EDFF	2024-03-19	Reply@Astro.com
Asus	In Progress	55EB0171	2024-03-25	Reply@Asus.com
Atari	Disqualified	74DFB7EB	2024-01-18	Reply@Atari.com
Atkins	Nurturing	210D127F	2024-02-20	Reply@Atkins.com
Atlas Pacific Limited	Proposal Sent	B27E81EF	2024-02-12	Reply@Atlas Pacific Limited.com
Auchan	In Progress	53507D61	2024-03-19	Reply@Auchan.com
Audi	Nurturing	F82BD65B	2024-04-12	Reply@Audi.com
Aunt Jemima	Closed-Lost	17906815	2024-04-11	Reply@Aunt Jemima.com
Aura	Nurturing	72FE7BB8	2024-03-03	Reply@Aura.com
Aussie	Qualified	0BFA1045	2024-04-18	Reply@Aussie.com
Austal Ships	Referral	43BE24E5	2024-03-29	Reply@Austal Ships.com
Austar	Disqualified	6766A6BC	2024-03-24	Reply@Austar.com
Austcorp	Proposal Sent	5CCF09D6	2024-01-02	Reply@Austcorp.com
Austereo Radio Network	On-hold	186119C6	2024-02-14	Reply@Austereo Radio Network.com
Australia	In Progress	97058742	2024-01-01	Reply@Australia.com
Australia Asia Airlines	Cold	51BE9792	2024-04-16	Reply@Australia Asia Airlines.com
Australian	Disqualified	0AB02E20	2024-03-23	Reply@Australian.com
Australian Agricultural Company	Closed-Lost	89D8C381	2024-03-28	Reply@Australian Agricultural Company.com
Australian Air Express	Closed-Won	D628E56C	2024-04-12	Reply@Australian Air Express.com
Australian Biodiesel Group Limited	In Progress	84E4EB98	2024-04-21	Reply@Australian Biodiesel Group Limited.com
Australian Defence Industries	Proposal Sent	2D24023F	2024-02-06	Reply@Australian Defence Industries.com
Australian Ethanol Limited	On-hold	F8D3BD2B	2024-01-28	Reply@Australian Ethanol Limited.com
Australian Ethical Investment	Closed-Lost	CDFE7A76	2024-04-02	Reply@Australian Ethical Investment.com
Australian Gas Light Company	Cold	D5D93D36	2024-03-10	Reply@Australian Gas Light Company.com
Australian Healthcare Technology Limited	Warm 	2ABA93A8	2024-02-22	Reply@Australian Healthcare Technology Limited.com
Australian Railroad Group	On-hold	6A7509A3	2024-02-07	Reply@Australian Railroad Group.com
Australian Securities Exchange	Proposal Sent	B46CB737	2024-03-16	Reply@Australian Securities Exchange.com
Australian Submarine Corporation	Referral	E0CF268B	2024-01-18	Reply@Australian Submarine Corporation.com
Austrend International	On-hold	AFD049C8	2024-04-28	Reply@Austrend International.com
Ausway	Warm 	E5BDDBF6	2024-03-19	Reply@Ausway.com
AutoTrader	Closed-Won	D2D6B0F3	2024-02-06	Reply@AutoTrader.com
AutoZone	On-hold	5C0D6604	2024-01-05	Reply@AutoZone.com
Autogrill	In Progress	1380E093	2024-01-02	Reply@Autogrill.com
Avalanche	New	88EA8201	2024-02-04	Reply@Avalanche.com
Avalon	Disqualified	9A76229D	2024-02-26	Reply@Avalon.com
Aveda	New	24DD11D0	2024-02-15	Reply@Aveda.com
Aveeno	Contacted	ADD0EE84	2024-01-09	Reply@Aveeno.com
Avenger	Nurturing	AFD06399	2024-01-29	Reply@Avenger.com
Aveo	In Progress	BCC4FE36	2024-01-25	Reply@Aveo.com
Avexa Limited	Qualified	927ADCB4	2024-02-01	Reply@Avexa Limited.com
Avia	Proposal Sent	F94FFF77	2024-04-23	Reply@Avia.com
Aviator	Negotiation	444F0C5E	2024-01-14	Reply@Aviator.com
AvibrÃ¡s	Contacted	44588AA2	2024-04-15	Reply@AvibrÃ¡s.com
Avis	In Progress	673C6AC9	2024-01-03	Reply@Avis.com
Aviva	Closed-Lost	A0B53BA5	2024-03-21	Reply@Aviva.com
Avon	Contacted	A22649E6	2024-04-08	Reply@Avon.com
Avonmore	Reengaged	14D017D4	2024-03-03	Reply@Avonmore.com
Axe	Disqualified	CC5BB6ED	2024-02-06	Reply@Axe.com
Axis Bank	Cold	6738A131	2024-03-01	Reply@Axis Bank.com
Azercell	Warm 	8FC357CF	2024-05-01	Reply@Azercell.com
Azul Brazilian Airlines	Disqualified	AAB93C1D	2024-02-10	Reply@Azul Brazilian Airlines.com
A|Wear	Closed-Lost	211A8455	2024-04-25	Reply@A|Wear.com
B2W Varejo	Reengaged	30AACB4B	2024-01-18	Reply@B2W Varejo.com
BAE Systems Australia	Cold	ADD71C8F	2024-01-28	Reply@BAE Systems Australia.com
BASDF SE	Closed-Won	6E8BA65C	2024-02-10	Reply@BASDF SE.com
BASF	Cold	0A2FE6DC	2024-04-08	Reply@BASF.com
BBC	Closed-Lost	4C8D4C93	2024-03-24	Reply@BBC.com
BBVA	Warm 	67C774E2	2024-04-02	Reply@BBVA.com
BCBG	Negotiation	701E7DCF	2024-03-28	Reply@BCBG.com
BCE	Reengaged	1AB1D4AA	2024-02-17	Reply@BCE.com
BCI-Banco Credito	In Progress	8DAD95FB	2024-02-23	Reply@BCI-Banco Credito.com
BHP Billiton	Disqualified	DF4D9181	2024-03-21	Reply@BHP Billiton.com
BIC	New	EA395390	2024-02-10	Reply@BIC.com
BM&F Bovespa	Closed-Lost	A3ECCBAE	2024-04-13	Reply@BM&F Bovespa.com
BMW	Reengaged	A6046F40	2024-04-30	Reply@BMW.com
BNP Paribas	In Progress	85D363B1	2024-04-11	Reply@BNP Paribas.com
BOSE	Contacted	8022A180	2024-03-18	Reply@BOSE.com
BOTOX	New	B5DB8669	2024-01-09	Reply@BOTOX.com
BP	In Progress	B4DC0156	2024-03-09	Reply@BP.com
BPCL	In Progress	166217A6	2024-03-01	Reply@BPCL.com
BYD	Nurturing	C14DDC31	2024-04-25	Reply@BYD.com
Babcock & Brown	Warm 	1E30C00B	2024-01-07	Reply@Babcock & Brown.com
Baby Bjorn	New	F37E6C9D	2024-04-14	Reply@Baby Bjorn.com
Baby Mild	Closed-Lost	6B33A447	2024-02-12	Reply@Baby Mild.com
Baby Ruth	Closed-Lost	218B1284	2024-03-15	Reply@Baby Ruth.com
BabyGap	Closed-Won	402508E3	2024-02-14	Reply@BabyGap.com
Bacardi	Closed-Won	F2EEF2A3	2024-03-28	Reply@Bacardi.com
Back to Basics	Qualified	3A396519	2024-01-07	Reply@Back to Basics.com
Back to Nature	New	3E5A1EE5	2024-01-13	Reply@Back to Nature.com
Baconator	Closed-Lost	F37AAB26	2024-03-08	Reply@Baconator.com
Badan Baden	In Progress	EB6FAEAD	2024-04-11	Reply@Badan Baden.com
Badoit	Disqualified	1C29C7C8	2024-04-21	Reply@Badoit.com
Bahama Breeze	New	FC436738	2024-01-26	Reply@Bahama Breeze.com
Baidu	Cold	35699F5C	2024-02-25	Reply@Baidu.com
Baileys	Proposal Sent	34D5DCE0	2024-04-13	Reply@Baileys.com
Bajaj	Disqualified	61E708EA	2024-03-31	Reply@Bajaj.com
Baker Hughes	On-hold	C1582CF3	2024-03-28	Reply@Baker Hughes.com
Bakers Delight	Reengaged	5A6590AF	2024-01-14	Reply@Bakers Delight.com
Baker's Choice	Contacted	1CEEB52C	2024-03-15	Reply@Baker's Choice.com
Baleno	Reengaged	2450FF6F	2024-03-05	Reply@Baleno.com
Bally	Closed-Lost	D43C6EEE	2024-02-04	Reply@Bally.com
Bally Total Fitness	Closed-Lost	9BEFF12E	2024-03-20	Reply@Bally Total Fitness.com
Baloise	Negotiation	F776D11B	2024-01-03	Reply@Baloise.com
Banana Boat	Cold	AAD3FA2E	2024-02-08	Reply@Banana Boat.com
Banana Republic	Closed-Lost	B15C592A	2024-02-24	Reply@Banana Republic.com
Banco Frances SA	Contacted	51E81F90	2024-03-10	Reply@Banco Frances SA.com
Banco Gradesco	Contacted	7166264D	2024-03-05	Reply@Banco Gradesco.com
Banco Nossa Caixa	Qualified	BD46ABFD	2024-04-02	Reply@Banco Nossa Caixa.com
Banco Popular	Negotiation	FA2F44AC	2024-01-13	Reply@Banco Popular.com
Banco Rio de la Plata SA	Contacted	E30B9A75	2024-02-23	Reply@Banco Rio de la Plata SA.com
Banco Safra	Referral	E7928EA1	2024-02-21	Reply@Banco Safra.com
Banco de Chile	On-hold	B5E927CC	2024-02-18	Reply@Banco de Chile.com
Banco de Galicia y Buenos Aires SA	Disqualified	7CAA4956	2024-02-02	Reply@Banco de Galicia y Buenos Aires SA.com
Banco de la Nacion Argentina	Qualified	7C9844A8	2024-02-13	Reply@Banco de la Nacion Argentina.com
