Company Name,Average Sentiment,Average Rating,Sentiment Quality,Best Outreach Window,Recommended Approach
Alliant Techsystems,6.950223251659221,5.666666666666667,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Allstate,6.896709723763239,5.52542372881356,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Aloha Airlines,7.624128037452142,6.4,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Altec Lansing,6.817142292624608,5.53125,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Altria Group (formerly Philip Morris Companies),7.354645723294823,6.416666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Always (product),7.012262256580278,5.885714285714286,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Amazon.com,6.739714311368607,5.426229508196721,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AMC Entertainment,6.496420650968736,5.153846153846154,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Ameren,7.373505003837209,5.96,High,,Immediate outreach recommended. High sentiment indicates strong potential.
America Online,7.384205011739818,5.90566037735849,High,,Immediate outreach recommended. High sentiment indicates strong potential.
American Axle,6.466483845588658,4.956521739130435,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American Apparel,6.957736257906373,5.507246376811594,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American Broadcasting Company,7.728869061913942,6.793103448275862,High,,Immediate outreach recommended. High sentiment indicates strong potential.
American Eagle Outfitters,6.986320576115143,5.346153846153846,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American Electric Power,6.083392598830856,4.8,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
American Express,6.744298489838649,5.1521739130434785,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
American Family Insurance,6.459836186531709,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American Financial Group,6.093826666963576,4.809523809523809,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American Greetings,6.185297073030763,5.12,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American Home Mortgage,6.259691113252942,5.32258064516129,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American International Group,6.488816714189588,5.27027027027027,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American Reprographics Company,7.275966433977929,5.933333333333334,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Amerigroup,6.296549590973766,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Ameriprise Financial,6.831980336389467,5.454545454545454,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AmerisourceBergen,7.877045036092779,6.415094339622642,High,,Immediate outreach recommended. High sentiment indicates strong potential.
AMETEK,7.015808288984147,5.5,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Amgen,7.694250632456092,6.285714285714286,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Amkor Technology,7.139610489329032,5.555555555555555,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Amphenol Corporation,6.239358599318354,4.870967741935484,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AMR Corporation,6.600482758824626,5.375,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
American Airlines,7.015759557797264,5.583333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Amtrak (National Railroad Passenger Corporation),6.640088697784563,5.125,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Amy's Kitchen,6.1836012158129305,4.578947368421052,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Anadarko Petroleum Corporation,6.2573406288149895,5.074074074074074,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Analog Devices,7.221801996605861,5.575757575757576,High,,Immediate outreach recommended. High sentiment indicates strong potential.
AnaSpec,6.445274146053873,5.052631578947368,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Anchor Bay Entertainment,6.820018311552469,5.533333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AND1,6.5780050555491725,5.190476190476191,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Anixter International,6.641804537786489,5.7407407407407405,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Ann Taylor,6.823335770518693,5.387755102040816,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Antec,6.229953782431809,4.733333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AOL,7.49940234765264,6.107142857142857,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Aon Corporation,6.91307008106128,5.6923076923076925,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Apache Software Foundation,6.721188878847373,5.111111111111111,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Apollo Group,6.368088627206526,4.833333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Applebee's,7.236081368437055,5.64,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Apple Inc.,7.494263087675126,5.586206896551724,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Applied Biosystems,7.014618609485299,5.6521739130434785,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Applied Industrial Technologies,6.926224068098365,5.391304347826087,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Applied Materials,7.231224852670181,5.8,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Aramark,6.758156270492102,5.384615384615385,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Arbitron,6.3973197689278285,4.96,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Arch Coal,7.245682049785581,5.809523809523809,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Archer Daniels Midland,6.5502454250109885,5.166666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Arctic Cat,6.506547586958726,5.321428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Ariba,6.55231850785115,4.9,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Arizona Stock Exchange,7.998573347344717,6.571428571428571,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Arkeia Software,6.903898516772396,5.366666666666666,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Armstrong World Industries,7.192956863205734,5.6,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Arrow Electronics,7.023263718247265,5.592592592592593,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Arryx,7.2353348904699955,5.653846153846154,High,,Immediate outreach recommended. High sentiment indicates strong potential.
ArvinMeritor,6.181923533260628,4.724137931034483,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
ASARCO (American Smelting And Refining Company),6.644467874684864,5.181818181818182,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Asbury Automotive Group,6.60310177458766,5.16,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Ashland Inc.,7.2044479407212965,5.782608695652174,High,,Immediate outreach recommended. High sentiment indicates strong potential.
AskMeNow,6.74512162320362,5.0588235294117645,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Aspyr Media,6.718473229221464,5.303030303030303,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Assurant,6.702606605061384,5.365853658536586,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Atmos Energy,6.261372762582662,4.8,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AT&T,7.434304660002044,6.18,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Audiovox,6.373817862329859,4.9,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Atari,7.27649085964874,5.876923076923077,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Autodesk,6.991892273016218,5.625,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Autoliv,6.701975878774415,5.170731707317073,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Automatic Data Processing,6.367241858056664,5.090909090909091,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AutoNation,7.061517915764795,5.733333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Auto-Owners Insurance,5.875537184650073,4.485714285714286,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AutoZone,7.0227472129404775,5.545454545454546,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Avaya,6.705752670530968,5.6,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Avery Dennison,7.366274914660642,6.0,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Avis Budget Group,7.055586503856425,5.612903225806452,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Avnet,6.073417651333616,4.321428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Avon Products,6.893027886053567,5.304347826086956,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
AVST,6.263402168841941,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Babcock and Wilcox,6.970638759946755,5.484848484848484,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Bain & Company,6.801505836693131,5.212121212121212,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Bain Capital,6.254752048057634,4.904761904761905,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Baker Hughes,6.672517389824293,5.379310344827586,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Baldor Electric Company,7.47197802042195,6.4,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Ball Corp.,7.162355233110907,5.642857142857143,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bank of America,7.032157592732323,5.884615384615385,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bank of New York Mellon,7.466647054643551,5.888888888888889,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Barnes & Noble,6.56650485248153,5.1911764705882355,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Bath & Body Works,6.526179596028508,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Baxter International,7.1199257020237265,5.8,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bebo,6.740454119180157,5.344827586206897,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
BB&T Corporation,6.532842302498911,5.146341463414634,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
B/E Aerospace,6.2594004534694685,4.407407407407407,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Bealls,6.766766424171332,5.185185185185185,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
BearingPoint,6.390068247933141,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Beazer Homes USA,6.486541556517995,5.25,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Bechtel,6.058689776137614,4.481481481481482,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Beckman Coulter,7.843374890480869,6.357142857142857,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Becton Dickinson,7.0091319433070165,5.571428571428571,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bed Bath & Beyond,5.671158112208909,3.96,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Belk,6.598105322114901,4.925925925925926,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Belkin,7.031375672478433,5.590909090909091,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bellwether Technology Corporation,7.185852163470047,5.666666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bemis Manufacturing Company,6.632826732049846,5.333333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Benchmark Electronics,6.204250092356992,4.903225806451613,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
W. R. Berkley,7.443816204039448,6.032258064516129,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Berkshire Hathaway,6.630682952617933,4.947368421052632,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Berry Plastics,7.09988960689281,5.9743589743589745,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Best Buy,7.09126542528303,5.846153846153846,High,,Immediate outreach recommended. High sentiment indicates strong potential.
BFG Technologies,7.538686815191667,6.208333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Big Lots,6.352275129058045,5.096153846153846,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Biggby Coffee,7.092514975672702,5.870967741935484,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bio-Rad Laboratories,6.990575240732082,5.666666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Biomet,6.052764758007226,4.631578947368421,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Birdwell,7.130906227127154,5.6875,High,,Immediate outreach recommended. High sentiment indicates strong potential.
BJ Services Company,6.368200041279376,4.615384615384615,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
BJ's Wholesale Club,6.41024902502512,4.925925925925926,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Black & Decker,6.571507115006981,5.470588235294118,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
BlackRock,7.71028160776106,6.4,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Blockbuster Inc.,7.422124081874516,6.133333333333334,High,,Immediate outreach recommended. High sentiment indicates strong potential.
BlueLinx Holdings,6.796580219708649,5.294117647058823,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
"Blyth, Inc.",7.372847444106793,5.782608695652174,High,,Immediate outreach recommended. High sentiment indicates strong potential.
BMC Software,6.914703096136822,5.484848484848484,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
BNSF Railway,7.554975583620319,6.625,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bob Evans Restaurants,7.301988141526788,6.096774193548387,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Boeing,6.936597889837245,5.5285714285714285,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Boise Cascade,7.073153448823938,5.333333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Borders Group,7.635191164272551,6.178571428571429,High,,Immediate outreach recommended. High sentiment indicates strong potential.
BorgWarner,6.457201184895014,4.961538461538462,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Bosch Brewing Company,7.37825951101595,5.846153846153846,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bose Corporation,6.938948569518385,5.821428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Boston Acoustics,7.711438182560915,6.375,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Boston Scientific,6.759594675369452,5.403225806451613,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Boyd Gaming,7.595159102091527,6.444444444444445,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bradley Pharmaceuticals,7.2867376979672915,5.869565217391305,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Briggs & Stratton,7.345743668206132,6.130434782608695,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Brightpoint,6.51267126548614,5.12,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Brinks,7.057424000397474,5.8076923076923075,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Brinker International,6.518787495128837,5.117647058823529,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Bristol-Myers Squibb,6.129598288476571,4.4,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Broadcom,6.3483784709916575,4.8076923076923075,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Brookdale Senior Living,6.989453979334665,5.724137931034483,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Brown-Forman Corporation,6.862418729753719,5.709677419354839,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Brunswick Corporation,6.8279430016365374,5.655172413793103,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Bucyrus International,6.110227906257848,4.136363636363637,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Burger King Holdings,6.221486562433156,5.142857142857143,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Burlington Coat Factory,7.670265547081273,6.392857142857143,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Bushmaster Firearms International,7.01435681778744,5.571428571428571,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Butler America,6.965878959436184,5.931034482758621,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
"CA, Inc.",6.757808097886638,5.423076923076923,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Calista Corporation,6.33243398233481,5.088235294117647,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Calpine,6.464501248865413,5.17948717948718,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Capital One,6.4307908774446005,5.087719298245614,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carnival Corporation & plc,6.108252108519733,4.64,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carnival Cruise Lines,6.846669981570252,5.770491803278689,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cartoon Network Studios,6.690931485904253,4.8,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Casco Bay Lines,7.317923130022893,6.107142857142857,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Caterpillar Inc.,5.884938071172769,4.625,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CBS Corporation,7.054242026388356,5.814814814814815,High,,Immediate outreach recommended. High sentiment indicates strong potential.
CDI Corporation,7.2623018983529235,5.8,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cerner Corporation,7.141802787441159,6.291666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
C.H. Robinson Worldwide,7.0611936951041,5.9,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chem-Dry,7.049302820877086,5.935483870967742,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chevron,7.376639368491687,6.0576923076923075,High,,Immediate outreach recommended. High sentiment indicates strong potential.
ChexSystems,6.21851615052272,4.676470588235294,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chicago Bridge & Iron Company,6.379202029043539,4.8604651162790695,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chugach Alaska Corporation,7.500169156259746,6.1,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chrysler,6.757491204363958,5.25,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CIGNA,6.454990623439071,4.96,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Citigroup,6.37835608915507,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Citrix,6.723883379690047,5.333333333333333,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
"Cisco Systems, Inc.",7.172257508743048,5.684210526315789,High,,Immediate outreach recommended. High sentiment indicates strong potential.
CKE Restaurants,7.073970348955196,5.5625,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Clear Channel Communications,6.945909610139064,5.548387096774194,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CNA,6.611134520814942,5.115384615384615,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CNET,6.391403560056437,5.033333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
The Coca-Cola Company,6.5917579650132225,5.0476190476190474,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cogent Communications,6.872956791688379,5.37037037037037,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cognizant Technology Solutions,6.594075318044493,5.241379310344827,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cole Haan,6.740300090496577,5.142857142857143,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Colgate-Palmolive,8.128318675914436,6.828571428571428,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Colt Defense,7.002894933161161,5.4,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Colt's Manufacturing Company,7.0544791092930135,5.7,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Columbia Pictures,6.736316287154621,5.419354838709677,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Columbia Sussex,7.125690308856135,5.62962962962963,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Comcast,6.780357223254964,5.145833333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Comodo,7.051850509075846,5.666666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
ConocoPhillips,6.663324079820724,5.511111111111111,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Conseco,6.306008990047024,4.84375,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Continental Airlines,6.6525355768667636,5.038461538461538,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Control Data Corporation (CDC),6.925324142778949,5.5,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Convergys Corp.,6.903943229921209,5.28125,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Converse,6.639762325807021,5.246376811594203,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CoolTouch Monitors,6.882612745344204,5.5,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Copeland's,7.130996577080366,5.68,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Corning Incorporated,7.235231881446782,5.9,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Corsair Memory,7.3494983803938645,6.0,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Costco,6.696922674684947,5.181818181818182,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coventry Health Care,7.034476779096824,5.538461538461538,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crazy Eddie,6.988342048731561,5.5,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Crowley Maritime Corporation,6.349948570340429,5.130434782608695,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CVS Pharmacy,7.142996472547757,5.8076923076923075,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Danaher,6.802099425084238,5.7272727272727275,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Darden Restaurants,5.816735361866899,4.428571428571429,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DaVita,6.969973187018643,5.7407407407407405,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DC Comics,6.513234622882934,4.769230769230769,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DC Shoes,6.702732694882323,5.266666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dean Foods,7.428142555782939,5.84375,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Deere & Company,6.471769360538185,4.944444444444445,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Del Monte Foods,6.621434952991836,5.217391304347826,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
"Dell, Inc.",6.586876346109079,5.137931034482759,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Delphi,6.973540053808229,5.833333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Delta Air Lines,6.870031408999673,5.513513513513513,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Dereon,6.972351516722764,5.416666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Devon Energy,7.002847034574029,5.766666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dex One,7.063542429795838,5.625,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dick's Sporting Goods,6.521900744330291,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DiC Entertainment,6.6673574359228045,5.12,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Diebold,6.880006115542071,5.541666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Digi-Key,6.688388487834922,5.428571428571429,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dillard's,6.785049090135207,5.483870967741935,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DineEquity,7.105451498065468,5.787878787878788,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dippin' Dots,6.191793355736104,4.4375,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DirecTV,8.159375507306086,6.75,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Discover Financial Services,5.9444228439157865,4.821428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Discovery Communications,6.656820745141295,5.172413793103448,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DISH Network,6.738517089211683,5.388888888888889,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
The Walt Disney Company,6.844032833514291,5.4,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
"DivX, Inc.",7.146483343273242,5.805555555555555,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Doculabs,7.396118092512504,5.833333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dole Foods,6.791730810659541,5.6521739130434785,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dollar General,6.571751542260788,5.345454545454546,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dollar Tree,6.455532846651453,4.913043478260869,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dominion Resources,7.110715725809877,5.52,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Domtar,7.058894103672699,5.730769230769231,High,,Immediate outreach recommended. High sentiment indicates strong potential.
R. R. Donnelley & Sons,6.852981213431393,5.25,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dover Corporation,7.4072578503923685,6.225806451612903,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dow Chemical Company,6.655783479547996,5.217391304347826,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dow Jones & Company,6.9649526946746825,5.548387096774194,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dr Pepper Snapple Group,6.85194437177409,5.323529411764706,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dresser Inc.,6.842193104824473,5.5,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DRS Technologies,7.273366040254676,5.846153846153846,High,,Immediate outreach recommended. High sentiment indicates strong potential.
DST Systems,7.196804387113801,5.636363636363637,High,,Immediate outreach recommended. High sentiment indicates strong potential.
DTE Energy,6.58417971693773,5.066666666666666,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Duke Energy,6.567685806339026,5.157894736842105,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dun & Bradstreet,6.805547831697633,5.178571428571429,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DuPont (E.I. du Pont de Nemours),6.899563039913806,5.423076923076923,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DynCorp International,7.5793395172391635,6.615384615384615,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dynegy,7.007919889014542,5.916666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Eastman Chemical Company,6.874263714913435,5.7368421052631575,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Eastman Kodak,7.316030432253715,6.102564102564102,High,,Immediate outreach recommended. High sentiment indicates strong potential.
eBay,7.1396510234133945,5.7727272727272725,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Ecolab,7.451037041092367,6.068965517241379,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Eddie Bauer,6.487069420507761,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
El Paso Corp.,7.611770229467554,6.0625,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Electric Boat,6.135673888802546,5.083333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Electronic Arts,7.0920801054909735,5.565217391304348,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Electronic Data Systems,6.5779798385198225,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Eli Lilly and Company,6.2862544119423385,4.863636363636363,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Elizabeth Arden,7.025439465430973,5.620689655172414,High,,Immediate outreach recommended. High sentiment indicates strong potential.
EMC Corporation,6.721838563236493,5.35,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Emcor,7.8475488491128,6.5,High,,Immediate outreach recommended. High sentiment indicates strong potential.
